Serial No.,Flight Company,Flight ID,City Pair,Airports Pair,IATA Code Pair,Date,Class,Price (INR),Departure Time,Arrival Time
1027,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-05-14,Economy,3971,16:45,17:45
1028,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-05-14,Business,6949,16:45,17:45
1029,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-05-14,First,9927,16:45,17:45
1030,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-04-26,Economy,7360,10:00,12:00
1031,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-04-26,Business,12880,10:00,12:00
1032,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-04-26,First,18400,10:00,12:00
1033,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-01-12,Economy,3378,17:15,21:15
1034,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-01-12,Business,5911,17:15,21:15
1035,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-01-12,First,8445,17:15,21:15
1036,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-20,Economy,3067,05:00,08:00
1037,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-20,Business,5367,05:00,08:00
1038,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-20,First,7667,05:00,08:00
1039,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-10-23,Economy,7710,12:45,13:45
1040,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-10-23,Business,13492,12:45,13:45
1041,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-10-23,First,19275,12:45,13:45
1042,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-17,Economy,4121,16:30,18:30
1043,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-17,Business,7211,16:30,18:30
1044,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-17,First,10302,16:30,18:30
1045,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-21,Economy,5775,03:45,06:45
1046,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-21,Business,10106,03:45,06:45
1047,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-21,First,14437,03:45,06:45
1048,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-21,Economy,4004,09:30,13:30
1049,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-21,Business,7007,09:30,13:30
1050,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-21,First,10010,09:30,13:30
1051,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-02,Economy,4050,04:00,07:00
1052,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-02,Business,7087,04:00,07:00
1053,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-02,First,10125,04:00,07:00
1054,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-23,Economy,6396,18:30,19:30
1055,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-23,Business,11193,18:30,19:30
1056,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-23,First,15990,18:30,19:30
1057,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-13,Economy,6701,07:30,11:30
1058,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-13,Business,11726,07:30,11:30
1059,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-12-13,First,16752,07:30,11:30
1060,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-08-22,Economy,5803,00:45,01:45
1061,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-08-22,Business,10155,00:45,01:45
1062,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-08-22,First,14507,00:45,01:45
1063,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-09-12,Economy,7106,16:15,17:15
1064,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-09-12,Business,12435,16:15,17:15
1065,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-09-12,First,17765,16:15,17:15
1066,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-05-04,Economy,6820,14:30,16:30
1067,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-05-04,Business,11935,14:30,16:30
1068,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-05-04,First,17050,14:30,16:30
1069,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-04-23,Economy,7569,15:45,19:45
1070,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-04-23,Business,13245,15:45,19:45
1071,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-04-23,First,18922,15:45,19:45
1072,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-22,Economy,3584,11:00,12:00
1073,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-22,Business,6272,11:00,12:00
1074,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-03-22,First,8960,11:00,12:00
1075,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-03,Economy,4637,06:30,08:30
1076,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-03,Business,8114,06:30,08:30
1077,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2026-02-03,First,11592,06:30,08:30
1078,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-08-14,Economy,7799,23:45,00:45
1079,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-08-14,Business,13648,23:45,00:45
1080,Air India,AI9159,Jaipur - Ahmedabad,Jaipur International Airport - Sardar Vallabhbhai Patel International Airport,JAI - AMD,2025-08-14,First,19497,23:45,00:45
1081,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-26,Economy,6911,00:00,02:00
1082,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-26,Business,12094,00:00,02:00
1083,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-26,First,17277,00:00,02:00
1084,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-18,Economy,7051,14:45,18:45
1085,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-18,Business,12339,14:45,18:45
1086,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-18,First,17627,14:45,18:45
1087,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-21,Economy,6134,08:30,09:30
1088,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-21,Business,10734,08:30,09:30
1089,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-21,First,15335,08:30,09:30
1090,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-23,Economy,4175,01:15,05:15
1091,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-23,Business,7306,01:15,05:15
1092,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-23,First,10437,01:15,05:15
1093,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-08,Economy,3007,02:00,04:00
1094,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-08,Business,5262,02:00,04:00
1095,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-08,First,7517,02:00,04:00
1096,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-20,Economy,4531,07:00,08:00
1097,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-20,Business,7929,07:00,08:00
1098,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-20,First,11327,07:00,08:00
1099,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-05,Economy,7392,07:15,11:15
1100,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-05,Business,12936,07:15,11:15
1101,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-05,First,18480,07:15,11:15
1102,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-06,Economy,5986,01:45,05:45
1103,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-06,Business,10475,01:45,05:45
1104,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-06,First,14965,01:45,05:45
1105,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-21,Economy,4815,19:15,21:15
1106,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-21,Business,8426,19:15,21:15
1107,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-21,First,12037,19:15,21:15
1108,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-23,Economy,4332,00:45,01:45
1109,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-23,Business,7581,00:45,01:45
1110,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-23,First,10830,00:45,01:45
1111,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-03,Economy,7031,13:15,14:15
1112,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-03,Business,12304,13:15,14:15
1113,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-03,First,17577,13:15,14:15
1114,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-22,Economy,4150,19:15,22:15
1115,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-22,Business,7262,19:15,22:15
1116,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-22,First,10375,19:15,22:15
1117,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-29,Economy,5817,20:00,23:00
1118,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-29,Business,10179,20:00,23:00
1119,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-29,First,14542,20:00,23:00
1120,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-28,Economy,7621,17:45,18:45
1121,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-28,Business,13336,17:45,18:45
1122,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-28,First,19052,17:45,18:45
1123,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-11,Economy,3125,05:45,08:45
1124,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-11,Business,5468,05:45,08:45
1125,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-11,First,7812,05:45,08:45
1126,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-04,Economy,3251,14:30,15:30
1127,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-04,Business,5689,14:30,15:30
1128,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-04,First,8127,14:30,15:30
1129,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-28,Economy,3501,04:00,06:00
1130,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-28,Business,6126,04:00,06:00
1131,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-28,First,8752,04:00,06:00
1132,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-04,Economy,6110,15:15,19:15
1133,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-04,Business,10692,15:15,19:15
1134,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-04,First,15275,15:15,19:15
1135,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-03,Economy,4754,18:30,22:30
1136,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-03,Business,8319,18:30,22:30
1137,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-03,First,11885,18:30,22:30
1138,Air India,AI7746,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-05,Economy,5889,04:30,05:30
